,true_log,pred_log,true_orig,pred_orig,Latitude,Longitude,abs_error_log,rmse_error_log,abs_error_orig,rmse_error_orig
258,14.53335083891935,1.2147009,2050000.000000001,2.3692863,36.6778,-76.3024,13.318649901648232,177.38643520267448,2049997.6307137022,4202490285931.7925
259,13.623139877437296,0.28370187,825000.0000000006,0.32803693,37.0534,-76.3673,13.339438010572138,177.94060643789678,824999.6719630664,680624458739.1672
260,12.994532278619134,0.3464434,440000.0000000002,0.41402948,37.077,-76.5058,12.648088863931024,159.974151909896,439999.58597052115,193599635654.23004
261,15.856731016694035,0.3746674,7700000.0000000065,0.45450756,36.885549999999995,-76.31825,15.482063610611881,239.6942936430326,7699999.545492447,59289993000583.89
262,10.714439990727769,1.0306123,44999.999999999985,1.8027816,37.2242,-76.5383,9.683827641217576,93.77651778480956,44998.19721841811,2024837752.907651
263,14.914123179965662,-0.16822606,3000000.000000001,-0.15483725,36.885549999999995,-76.31825,15.082349243217157,227.47725869437315,3000000.1548372516,9000000929023.533
264,13.641158361294979,0.28815135,840000.0000000005,0.3339592,36.79305,-76.5583,13.353007007697338,178.3027961476142,839999.6660408084,705599438948.6697
265,16.097893045681612,1.2714772,9800000.000000007,2.5661166,36.7494,-76.0571,14.826415823238985,219.82260616359136,9799997.433883436,96039949704121.94
266,11.51293546492023,1.25256,100000.00000000004,2.4992898,30.652800000000003,-92.8279,10.260375445427126,105.2753042811239,99997.50071024899,9999500148.296247
267,11.002116507732017,1.1689906,60000.000000000015,2.2187421,29.9006,-91.06260000000002,9.833125895701988,96.69036488072503,59997.78125786783,3599733755.8669558
268,12.100717685412471,1.5381413,180000.00000000003,3.6559281,31.076199999999996,-92.0013,10.56257643480212,111.56802094103706,179996.3440718651,32398683879.23725
269,11.849404844423074,0.73857653,139999.9999999999,1.0929542,30.648499999999995,-93.3434,11.110828313012856,123.45050580124811,139998.90704584113,19599693974.030064
270,13.721200977393528,1.8491598,909999.9999999997,5.3544784,30.5383,-91.0957,11.872041140624424,140.94536084467887,909994.6455216404,828090254878.056
271,10.12667110305036,1.5810533,25000.000000000004,3.8600721,30.845099999999995,-91.0455,8.545617846061834,73.0275843709305,24996.13992786408,624807011.2933608
272,11.289794413577894,1.5037658,80000.0,3.498598,30.729,-92.4059,9.786028592120985,95.76635560580942,79996.50140190125,6399440236.544388
273,10.463131911491967,1.0907631,35000.00000000001,1.9765446,30.2585,-91.34939999999999,9.372368819450951,87.84129728781642,34998.0234553814,1224861645.7834268
274,14.946912992035967,1.8696865,3099999.9999999986,5.4862623,29.5064,-90.0566,13.077226507699114,171.01385313366836,3099994.513737677,9609965985203.697
275,13.641158361294979,1.2279354,840000.0000000005,2.4141734,30.206300000000002,-92.0639,12.413222927907222,154.08810345792156,839997.5858266358,705595944194.5764
276,13.038983942375959,1.1958296,460000.0000000002,2.3062997,29.549500000000002,-90.41205000000001,11.843154312477887,140.26030406916357,459997.69370031374,211597878209.60767
277,10.308985993422082,1.0440855,29999.99999999999,1.8407995,31.6767,-92.1604,9.26490049079757,85.83838110438106,29998.159200549115,899889555.4214895
278,10.596659732783579,1.2124087,40000.0,2.3615718,29.4206,-89.6038,9.384251070941232,88.06416816246167,39997.63842821121,1599811079.8339183
279,10.308985993422082,1.2152963,29999.99999999999,2.3712928,30.7097,-91.60089999999998,9.093689724958947,82.69519281382394,29997.628707170476,899857728.0532582
280,13.592368256649284,1.3672191,800000.0000000005,2.924422,31.1986,-92.5332,12.225149166187553,149.4542721355362,799997.0755779748,639995320933.3119
281,13.1421679654829,1.5788177,509999.9999999998,3.8492193,29.8809,-89.7103,11.56335024030132,133.7110687798766,509996.1507806776,260096073811.10767
282,11.775297421715827,0.8321637,130000.00000000009,1.2982862,29.8836,-90.363,10.943133730195136,119.75217583693451,129998.70171380052,16899662447.273682
283,9.210440366976517,1.9607773,10000.00000000001,6.1048474,30.822,-90.7103,7.249663084261673,52.557614835306474,9993.895152568826,99877940.32053868
284,11.156264806643742,0.5619294,70000.00000000001,0.75405353,30.0263,-90.7962,10.594335401908177,112.23994260812489,69999.24594646694,4899894433.073968
285,11.608244735642321,1.0741396,109999.99999999991,1.927473,30.0792,-90.5462,10.534105140610583,110.9673711134383,109998.07252705088,12099575959.666348
286,12.154784614286667,1.8993664,189999.9999999999,5.6816597,30.5989,-92.0058,10.255418235502487,105.17360318507696,189994.31834030143,36097841001.5958
287,12.524530013005734,1.2520543,275000.0000000002,2.4975207,30.0374,-91.4986,11.272475679318905,127.0687079408362,274997.502479315,75623626369.86086
288,12.206077645517674,1.7755775,199999.99999999997,4.90369,30.8274,-90.4379,10.430500100351658,108.79533234343594,199995.09631013867,39998038548.10165
289,12.660331092405906,0.80187285,315000.0000000002,1.229713,29.50585,-90.85055,11.85845824294149,140.62303189958698,314998.77028703707,99224225282.34555
290,11.695255355062795,0.3671763,120000.00000000004,0.4436524,31.1083,-93.18419999999999,11.328079060736012,128.32537520628568,119999.55634760861,14399893523.622894
291,11.608244735642321,2.3642864,109999.99999999991,9.636446,30.8534,-90.0405,9.243958312912829,85.4507652908702,109990.36355400077,12097880074.74126
292,10.819798284210286,0.8897848,50000.000000000015,1.4346057,30.4634,-91.3134,9.93001347128304,98.60516753986265,49998.565394282356,2499856541.486329
293,10.308985993422082,0.70834684,29999.99999999999,1.0306315,30.8798,-91.42,9.6006391497026,92.17227208280225,29998.969368457783,899938163.1696683
294,9.61587214452889,1.9956379,14999.99999999999,6.3568945,31.174400000000002,-90.8045,7.620234250852132,58.06797003785995,14993.643105506888,224809333.57531422
295,11.407576060361786,1.5849404,90000.00000000001,3.8790007,30.7686,-89.5898,9.822635626859588,96.48417065805126,89996.12099933626,8099301794.927173
296,10.596659732783579,1.9932387,40000.0,6.339265,31.1749,-90.4042,8.60342104526832,74.01885368216583,39993.66073513031,1599492898.9967039
297,9.210440366976517,1.809475,10000.00000000001,5.1072397,31.161,-91.3109,7.4009654219081575,54.77428917628019,9994.892760276804,99897881.28943366
298,17.479687425063094,2.1968913,39023999.99999999,7.997001,29.9006,-91.06260000000002,15.282796117232284,233.56385716089017,39023992.00299882,1522871951850116.0
299,10.714439990727769,2.5780768,44999.999999999985,12.1717825,31.076199999999996,-92.0013,8.136363151280747,66.20040532951917,44987.828217506394,2023904687.7278645
300,12.611541086966115,2.0416002,299999.99999999977,6.7029257,31.6661,-91.8471,10.569940859610158,111.72364977565633,299993.2970743177,89995978289.51984
